student_id,course,student_cohort,academic_status,failed_subjects,study_skills(attended),referral,pp_meeting,self_assessment,readiness_assessment_results,follow_up,follow_up_type,subject_1,subject_1_assess_1,subject_1_assess_2,subject_1_assess_3,subject_1_assess_4,attendance_1,learn_jcu_issues_1,lecturer_referral_1,subject_2,subject_2_assess_1,subject_2_assess_2,subject_2_assess_3,subject_2_assess_4,attendance_2,learn_jcu_issues_2,lecturer_referral_2,subject_3,subject_3_assess_1,subject_3_assess_2,subject_3_assess_3,subject_3_assess_4,attendance_3,learn_jcu_issues_3,lecturer_referral_3,comments,identified_issues,course_group,risk,country
175,master of education - master of business administration,LOA,Conditional,0,4R Essential Skills,Student Counsellor,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,ED5097,37.0,79.6,59.4,54.5,72.6,Access,Non submission,ED5880,45.7,54.3,46.6,44.4,50.0,Access,Non submission,LB5113,61.9,54.0,58.8,44.6,68.1,Access,Non submission,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Poor time management,Non-IT,,KENYA
176,master of education - master of business administration,First year,Satisfactory,0,Studiocity,Enrollment,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,60.5,64.4,70.6,63.0,63.5,Access,,ED5880,73.6,75.4,77.0,72.2,65.8,No Access,,LB5113,62.2,71.6,76.1,85.0,74.0,Access,,,,Non-IT,,KENYA
177,master of education - master of business administration,LOA,Satisfactory,0,Writing,Lecturer,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,ED5097,63.4,73.8,86.3,68.3,72.5,Access,Non submission,ED5880,68.0,66.8,60.1,76.8,74.4,No Access,Attendance,LB5113,1.3,71.9,98.6,71.2,79.0,Access,Non submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,Non-IT,,KENYA
178,master of education - master of business administration,First year,Academic Caution,1,Essential Skills,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,ED5097,24.2,39.8,54.2,45.2,55.8,Access,,ED5880,65.2,76.2,41.1,47.3,51.8,Access,,LB5113,55.7,44.5,57.5,57.8,65.5,No Access,,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Late Enrollment,Non-IT,,KENYA
179,master of education - master of business administration,Transferred,Satisfactory,0,Referencing,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,65.6,65.0,71.7,71.1,77.8,Access,Non submission,ED5880,63.6,69.0,6.6,54.9,74.4,No Access,Non submission,LB5113,58.8,73.3,80.0,63.9,62.8,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,Non-IT,,KENYA
180,master of education - master of business administration,Transferred,Satisfactory,0,Essential Skills,Other,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,ED5097,57.5,70.8,16.0,3.5,58.0,No Access,Non submission,ED5880,65.6,61.7,69.9,75.6,69.9,Access,Attendance,LB5113,91.4,64.6,58.4,69.8,52.1,Access,Non submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,Non-IT,,KENYA
181,master of education - master of business administration,LOA,Satisfactory,0,4R Essential Skills,Lecturer,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,ED5097,73.1,75.3,66.6,80.3,75.5,Access,,ED5880,76.8,80.3,63.8,66.3,78.1,Access,,LB5113,77.8,64.5,97.3,79.9,88.9,No Access,,,,Non-IT,,KENYA
182,master of education - master of business administration,LOA,Satisfactory,0,Essential Skills,Other,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,ED5097,61.6,67.6,62.2,81.9,80.6,Access,,ED5880,67.3,94.8,64.3,74.6,70.2,Access,,LB5113,77.7,69.7,95.0,74.5,74.0,Access,,,,Non-IT,,KENYA
183,master of education - master of business administration,First year,Satisfactory,0,Referencing,Lecturer,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,ED5097,75.2,71.4,73.5,74.5,73.8,Access,,ED5880,77.7,85.5,71.2,68.6,65.2,Access,,LB5113,56.8,75.3,70.3,65.2,60.6,Access,,,,Non-IT,,KENYA
184,master of education - master of business administration,Continuing,Satisfactory,0,Studiocity,Enrollment,Booked,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,ED5097,93.9,70.7,72.3,72.7,56.9,Access,,ED5880,88.1,74.6,63.3,90.8,85.4,Access,,LB5113,20.9,73.6,65.7,79.9,72.5,Access,,,,Non-IT,,KENYA
185,master of education - master of business administration,First year,Satisfactory,0,Referencing,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,ED5097,60.0,67.9,64.4,72.5,67.7,Access,,ED5880,70.6,67.1,64.2,78.5,58.7,Access,,LB5113,63.7,75.8,72.7,68.9,64.3,Access,,,,Non-IT,,KENYA
186,master of education - master of business administration,LOA,Satisfactory,0,Writing,Enrollment,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,69.0,77.3,65.3,71.9,73.8,No Access,,ED5880,86.0,85.3,69.6,68.0,67.9,Access,,LB5113,76.2,83.6,84.5,68.6,76.2,Access,,,,Non-IT,,KENYA
187,master of education - master of business administration,New,Satisfactory,0,Referencing,Student Counsellor,Booked,No,L/G:9/10 N:5/10 R:8/10,No,Email,ED5097,25.3,72.7,76.8,73.0,80.2,No Access,,ED5880,23.5,65.3,90.6,69.4,73.3,Access,,LB5113,75.4,58.8,68.7,67.8,58.6,Access,,,,Non-IT,,NEPAL
188,master of education - master of business administration,LOA,Satisfactory,0,Essential Skills,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,ED5097,80.8,76.5,64.9,72.4,78.8,No Access,,ED5880,61.8,91.7,63.3,70.6,63.8,Access,,LB5113,70.1,66.8,75.2,69.1,75.9,No Access,,,,Non-IT,,NIGERIA
189,master of education - master of business administration,New,Satisfactory,0,Referencing,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,ED5097,99.2,77.9,70.3,60.1,52.6,Access,,ED5880,73.4,80.9,12.5,62.2,71.3,Access,,LB5113,67.3,63.9,68.3,72.2,69.0,Access,,,,Non-IT,,NIGERIA
190,master of education - master of business administration,Return to Study,Satisfactory,0,Referencing,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,No,Email,ED5097,68.6,63.8,61.8,69.2,71.1,Access,Non submission,ED5880,81.4,70.8,77.6,66.4,57.5,Access,Non submission,LB5113,73.2,64.5,55.5,69.6,79.9,Access,Non submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,Non-IT,,NIGERIA
191,master of education - master of business administration,LOA,Satisfactory,0,Writing,Lecturer,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,71.1,71.5,75.3,70.3,65.3,Access,,ED5880,74.4,82.3,70.9,23.3,68.6,Access,,LB5113,75.1,60.7,66.6,77.7,78.0,Access,,,,Non-IT,,SOUTH AFRICA
192,master of education - master of business administration,Return to Study,Satisfactory,0,4R Essential Skills,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,ED5097,66.5,66.2,78.1,47.5,67.8,Access,,ED5880,67.7,11.6,72.1,74.4,73.9,Access,,LB5113,68.9,62.1,67.6,65.3,64.7,Access,,,,Non-IT,,UNITED KINGDOM
193,master of information technology,Continuing,Satisfactory,0,Writing,Enrollment,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,CP5046,76.5,69.8,72.4,78.6,74.8,Access,,CP5047,76.9,66.1,81.4,68.4,80.0,Access,,CP5503,71.4,60.6,72.9,99.2,69.2,Access,,,,IT,,Bangladesh
194,master of information technology,First year,Satisfactory,0,Writing,Student Counsellor,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,CP5046,0.2,73.0,63.9,27.1,62.6,Access,,CP5047,65.7,53.7,69.0,68.0,66.0,Access,,CP5503,61.2,68.7,71.5,67.5,72.9,Access,Attendance,,,IT,,Bangladesh
195,master of information technology,New,Satisfactory,0,4R Essential Skills,Enrollment,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,Email,CP5046,69.1,96.8,80.5,78.6,68.9,Access,,CP5047,71.1,74.0,66.0,66.5,64.6,Access,,CP5503,74.3,68.3,9.2,65.3,54.0,Access,,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,IT,,Bangladesh
196,master of information technology,First year,Satisfactory,0,Studiocity,Other,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,CP5046,77.1,64.1,69.9,68.8,58.2,No Access,Attendance,CP5047,57.9,64.3,52.8,9.0,66.8,Access,Non submission,CP5503,32.8,80.1,68.0,65.3,70.8,Access,Non submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,IT,,Bangladesh
197,master of information technology,Return to Study,Satisfactory,0,Referencing,Other,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,F2F,CP5046,73.7,76.8,58.5,78.7,63.1,Access,,CP5047,66.4,64.3,71.0,70.6,73.8,Access,,CP5503,68.6,63.1,2.9,80.8,76.0,Access,,,,IT,,Bangladesh
198,master of information technology,New,Satisfactory,0,Referencing,Enrollment,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CP5046,82.2,60.0,55.7,78.2,77.4,Access,,CP5047,29.5,78.4,90.7,65.4,57.6,Access,,CP5503,98.7,65.4,78.9,69.4,78.2,Access,,,,IT,,Bangladesh
199,master of information technology,First year,Satisfactory,0,Studiocity,Lecturer,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,CP5046,74.4,66.9,52.7,98.5,78.4,Access,,CP5047,63.8,78.0,90.3,59.3,71.6,Access,,CP5503,84.5,58.0,79.2,73.3,60.7,Access,,,,IT,,Bangladesh
200,master of information technology,LOA,Satisfactory,0,Referencing,Enrollment,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CP5046,70.6,70.3,79.1,78.6,76.7,Access,,CP5047,62.3,83.1,81.5,31.1,71.4,No Access,,CP5503,78.6,74.2,71.2,63.6,64.0,Access,,,,IT,,Bangladesh
201,master of information technology,Transferred,Satisfactory,0,4R Essential Skills,Enrollment,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,CP5046,67.4,68.3,68.4,80.4,72.2,No Access,,CP5047,67.2,37.0,66.5,59.2,80.8,Access,,CP5503,76.4,69.7,68.0,75.2,73.4,Access,,,,IT,,Bangladesh
202,master of information technology,Return to Study,Academic Caution,2,4R Essential Skills,Enrollment,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CP5046,81.2,50.1,90.8,52.2,49.5,No Access,Non submission,CP5047,62.8,44.9,82.0,59.5,55.9,Access,Non submission,CP5503,46.9,41.5,85.4,61.0,46.1,Access,Concern for welfare,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Mental health,IT,,Bhutan
203,master of information technology,First year,Academic Caution,0,Referencing,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CP5046,39.1,53.6,60.4,52.2,56.1,Access,,CP5047,45.2,66.4,60.1,52.7,35.6,Access,,CP5503,34.3,45.5,49.1,77.9,69.4,Access,,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,IT,,Bhutan
204,master of information technology,Return to Study,Academic Caution,2,Writing,Other,Booked,No,L/G:9/10 N:5/10 R:8/10,No,F2F,CP5046,57.4,45.6,80.9,77.7,69.2,Access,,CP5047,37.5,35.6,46.6,47.5,45.4,Access,,CP5503,69.0,57.3,39.6,48.1,54.9,Access,,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,IT,,Bhutan
205,master of information technology,SRI to JCUB,Satisfactory,0,Writing,Other,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CP5046,72.5,21.4,63.3,65.2,88.4,Access,,CP5047,64.4,59.9,78.8,62.0,77.0,Access,,CP5503,70.3,76.7,68.1,72.0,69.4,Access,,,,IT,,Bhutan
206,master of information technology,Return to Study,Satisfactory,0,Referencing,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CP5046,74.5,65.1,80.7,98.4,73.6,Access,,CP5047,79.0,67.4,75.3,53.7,78.8,No Access,,CP5503,69.4,70.4,62.5,79.0,84.2,Access,,,,IT,,Bhutan
207,master of information technology,New,Satisfactory,0,Studiocity,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,CP5046,69.8,72.5,59.5,63.8,60.7,Access,,CP5047,81.5,78.2,66.2,76.6,66.6,Access,,CP5503,73.7,90.9,61.0,59.1,69.9,Access,,,,IT,,Bhutan
208,master of information technology,SRI to JCUB,Satisfactory,0,Studiocity,Enrollment,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,CP5046,75.8,70.3,69.7,66.3,51.8,Access,,CP5047,70.9,76.6,58.1,77.8,77.3,Access,,CP5503,75.9,59.9,81.7,80.9,85.1,No Access,,,,IT,,Bhutan
209,master of information technology,New,Satisfactory,0,Essential Skills and Reading,Lecturer,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,CP5046,64.6,64.9,57.8,58.7,69.4,Access,,CP5047,66.2,70.9,60.8,71.0,81.2,No Access,,CP5503,61.8,60.3,55.1,63.9,67.1,Access,,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,IT,,Bhutan
210,master of information technology,Transferred,Satisfactory,0,Essential Skills and Reading,Student Advocate,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CP5046,80.3,60.0,74.1,72.1,57.5,Access,,CP5047,62.8,84.3,82.2,72.4,70.7,Access,,CP5503,80.3,57.1,69.7,63.7,63.9,Access,,,,IT,,Bhutan
211,master of information technology,SRI to JCUB,Satisfactory,0,Essential Skills and Reading,Student Counsellor,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,CP5046,1.4,75.7,67.1,74.3,70.2,Access,,CP5047,61.4,76.2,62.9,97.8,66.5,Access,,CP5503,75.9,67.8,79.8,84.1,73.6,Access,,,,IT,,Bhutan
212,master of information technology,LOA,Academic Caution,1,Referencing,Student Counsellor,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,CP5046,64.6,69.0,71.3,57.0,63.2,Access,,CP5047,74.9,45.7,62.0,51.7,70.6,Access,,CP5503,46.5,75.0,65.7,71.1,73.3,Access,,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,IT,,Bhutan
213,master of information technology,Return to Study,Academic Caution,2,Essential Skills,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,No,Email,CP5046,41.4,59.5,59.8,64.2,79.9,No Access,,CP5047,49.7,43.3,73.7,49.9,42.7,Access,,CP5503,56.8,68.6,75.4,51.4,66.4,Access,,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Late Enrollment,IT,,Bhutan
214,master of information technology,First year,Satisfactory,0,Studiocity,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CP5046,74.1,59.9,61.7,63.7,62.3,No Access,,CP5047,58.2,66.1,6.1,51.8,60.4,Access,,CP5503,62.8,58.4,69.5,92.7,76.5,Access,,,,IT,,Bhutan
215,master of information technology,Continuing,Satisfactory,0,Studiocity,Student Advocate,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CP5046,80.1,91.6,75.3,78.6,60.8,No Access,,CP5047,68.7,63.4,68.1,77.4,69.9,Access,,CP5503,67.6,79.8,66.6,70.6,74.3,No Access,,,,IT,,Bhutan
216,master of information technology,Return to Study,Conditional,0,Referencing,Student Counsellor,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CP5046,80.6,53.9,63.0,37.1,48.2,Access,Non submission,CP5047,38.3,58.3,58.1,39.0,53.4,No Access,Concern for welfare,CP5503,36.7,12.1,75.1,48.4,52.1,Access,Concern for welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Death in family,IT,,China
217,master of information technology,Return to Study,Satisfactory,0,Studiocity,Student Counsellor,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,Phone,CP5046,94.4,92.4,73.1,72.6,67.7,Access,,CP5047,65.7,72.8,63.6,81.0,70.6,No Access,,CP5503,67.7,72.7,68.9,73.4,77.3,Access,,,,IT,,China
218,master of information technology,Transferred,Satisfactory,0,4R Essential Skills,Student Advocate,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,CP5046,61.4,66.5,64.5,71.1,70.0,Access,,CP5047,68.8,68.1,69.7,59.9,74.9,No Access,,CP5503,96.3,75.7,61.9,70.5,58.4,Access,,,,IT,,China
219,master of information technology,LOA,Satisfactory,0,Essential Skills and Reading,Lecturer,Attended,No,L/G:9/10 N:5/10 R:8/10,No,F2F,CP5046,96.6,55.3,96.4,72.4,72.4,Access,,CP5047,71.1,70.9,80.1,81.6,82.7,Access,,CP5503,66.2,90.7,70.0,57.8,64.7,Access,,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,IT,,India
220,master of information technology,Continuing,Satisfactory,0,4R Essential Skills,Student Counsellor,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,F2F,CP5046,68.4,72.1,98.6,80.9,70.9,No Access,,CP5047,70.8,69.4,71.1,67.6,64.5,Access,,CP5503,69.6,74.2,77.6,57.8,79.4,Access,,,,IT,,India
221,master of information technology,SRI to JCUB,Satisfactory,0,Referencing,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,CP5046,74.8,60.0,67.5,70.9,67.9,No Access,,CP5047,77.3,71.8,78.6,83.0,69.2,Access,,CP5503,81.4,60.8,71.3,71.5,66.2,Access,,,,IT,,India
222,master of information technology,SRI to JCUB,Satisfactory,0,Essential Skills,Enrollment,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,CP5046,76.6,75.0,71.5,79.1,66.3,Access,,CP5047,78.2,62.6,72.6,84.1,68.2,Access,,CP5503,81.1,68.9,74.6,75.2,62.2,No Access,,,,IT,,India
223,master of information technology,SRI to JCUB,Satisfactory,0,4R Essential Skills,Lecturer,Attended,No,L/G:9/10 N:5/10 R:8/10,No,Email,CP5046,21.7,59.8,69.4,68.4,66.6,No Access,,CP5047,96.5,67.2,73.4,81.7,71.7,Access,,CP5503,64.6,81.6,60.5,39.0,76.2,Access,,,,IT,,India
224,master of information technology,New,Satisfactory,0,Writing,Student Advocate,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CP5046,57.4,59.6,30.3,62.2,55.3,No Access,,CP5047,72.3,75.4,65.4,64.6,65.6,Access,Non submission,CP5503,69.9,52.5,70.7,69.2,56.4,Access,,,,IT,,India
225,master of information technology,New,Satisfactory,0,4R Essential Skills,Student Advocate,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,CP5046,71.5,77.6,60.8,70.9,76.1,Access,,CP5047,4.4,61.3,71.3,65.9,62.3,Access,,CP5503,73.8,71.1,64.5,90.6,71.3,Access,,,,IT,,India
226,master of information technology,First year,Satisfactory,0,Referencing,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CP5046,72.1,72.4,82.6,99.3,62.5,Access,,CP5047,55.6,80.7,67.1,76.2,75.3,No Access,,CP5503,59.2,73.5,70.0,78.1,65.9,Access,,,,IT,,India
227,master of information technology,Continuing,Satisfactory,0,Referencing,Student Counsellor,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,F2F,CP5046,78.1,62.8,80.8,76.4,81.7,Access,,CP5047,71.7,72.9,74.4,60.4,77.6,Access,,CP5503,69.7,71.2,78.1,68.0,66.0,Access,,,,IT,,India
228,master of information technology,SRI to JCUB,Satisfactory,0,Essential Skills and Reading,Enrollment,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,CP5046,83.6,76.4,19.7,74.8,75.9,Access,,CP5047,73.0,70.5,51.9,63.0,79.0,Access,,CP5503,62.6,67.6,83.3,63.2,76.1,Access,,,,IT,,India
229,master of information technology,New,Satisfactory,0,Writing,Student Advocate,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,Phone,CP5046,68.4,70.2,69.0,78.6,74.2,Access,,CP5047,65.6,77.4,72.7,61.3,60.0,Access,,CP5503,57.7,71.9,16.6,67.2,75.0,Access,,,,IT,,India
230,master of information technology,First year,Satisfactory,0,Writing,Lecturer,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,CP5046,80.4,62.7,74.3,60.5,63.9,No Access,Attendance,CP5047,60.0,66.6,51.0,79.2,66.4,Access,Non submission,CP5503,70.8,68.8,72.6,68.1,75.9,Access,Non submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,IT,,India
231,master of information technology,LOA,Satisfactory,2,Studiocity,Student Advocate,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,CP5046,62.7,65.0,73.3,87.1,61.8,Access,Non submission,CP5047,60.5,67.3,73.4,70.1,79.5,No Access,Non submission,CP5503,68.4,57.4,61.9,63.0,54.7,No Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,IT,,India
232,master of information technology,First year,Satisfactory,0,Writing,Other,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,CP5046,66.9,60.4,60.4,66.6,63.0,Access,Attendance,CP5047,60.3,64.9,60.0,65.5,61.9,Access,Attendance,CP5503,73.8,61.2,64.8,65.6,70.7,No Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,IT,,India
233,master of information technology,New,Satisfactory,0,Essential Skills and Reading,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,CP5046,63.7,63.7,74.4,98.2,69.5,Access,Non submission,CP5047,73.2,49.2,72.5,77.4,60.8,Access,Non submission,CP5503,69.6,61.9,74.1,66.0,76.7,Access,Non submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,IT,,India
234,master of information technology,Transferred,Satisfactory,0,Essential Skills and Reading,Student Counsellor,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,CP5046,80.0,73.1,58.4,61.0,70.9,Access,,CP5047,77.0,74.7,77.1,66.3,64.8,Access,,CP5503,67.5,81.9,73.1,7.5,62.5,Access,,,,IT,,India
235,master of information technology,Transferred,Satisfactory,0,Referencing,Student Advocate,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CP5046,70.5,76.0,71.3,76.2,76.3,No Access,,CP5047,77.0,97.9,68.0,71.8,74.5,Access,,CP5503,75.8,51.1,97.7,72.1,58.4,Access,,,,IT,,India
236,master of information technology,SRI to JCUB,Satisfactory,0,Essential Skills,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CP5046,82.5,17.0,91.4,70.2,70.0,Access,,CP5047,69.4,34.7,60.6,59.7,64.2,No Access,,CP5503,74.5,73.4,60.0,68.2,61.0,Access,Attendance,,,IT,,India
237,master of information technology,Transferred,Satisfactory,0,Essential Skills,Enrollment,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,CP5046,68.7,68.7,64.7,68.2,69.6,Access,,CP5047,79.2,75.3,59.3,74.7,77.2,Access,,CP5503,60.4,67.7,61.0,67.2,52.9,Access,,,,IT,,India
238,master of information technology,Excluded,Excluded,4,Referencing,Other,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CP5046,0.0,0.0,0.0,0.0,30.7,Access,Non submission,CP5047,0.0,0.0,0.0,0.0,16.8,No Access,Non submission,CP5503,0.0,0.0,0.0,0.0,32.4,Access,Concern for welfare,,Death in family,IT,,India
239,master of information technology,SRI to JCUB,Satisfactory,0,Referencing,Student Advocate,Attended,No,L/G:9/10 N:5/10 R:8/10,No,F2F,CP5046,85.1,78.3,66.3,95.5,73.5,Access,Non submission,CP5047,38.8,88.1,81.2,74.8,70.1,Access,Non submission,CP5503,90.1,66.6,74.8,64.6,74.5,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,IT,,India
240,master of information technology,SRI to JCUB,Satisfactory,0,Writing,Student Counsellor,Booked,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,CP5046,71.7,69.0,69.5,85.1,78.9,Access,,CP5047,74.8,76.4,74.8,72.1,69.8,Access,,CP5503,61.8,73.9,81.3,69.9,62.3,No Access,,,,IT,,India
241,master of information technology,New,Satisfactory,0,Essential Skills,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,CP5046,65.8,91.8,82.2,57.4,68.0,Access,,CP5047,11.7,65.4,58.6,68.2,74.8,No Access,,CP5503,59.1,63.9,80.1,62.3,64.4,Access,,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,IT,,India
242,master of information technology,Transferred,Satisfactory,2,Essential Skills,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,CP5046,25.9,97.2,68.3,71.5,65.7,Access,,CP5047,66.0,56.7,84.3,69.2,66.4,Access,,CP5503,68.5,72.5,73.2,55.5,81.2,Access,,,,IT,,India
243,master of information technology,SRI to JCUB,Satisfactory,0,Essential Skills,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CP5046,68.9,72.8,91.5,12.3,87.0,Access,,CP5047,65.2,63.9,78.6,90.4,69.1,Access,,CP5503,94.7,80.0,79.3,65.0,87.2,Access,,,,IT,,India
244,master of information technology,Continuing,Satisfactory,0,4R Essential Skills,Other,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,F2F,CP5046,82.3,67.0,95.1,75.2,71.8,Access,Attendance,CP5047,79.7,78.7,86.5,81.4,61.0,Access,Attendance,CP5503,77.9,62.0,73.2,77.2,66.0,Access,Non submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,IT,,INDONESIA
245,master of information technology,LOA,Academic Caution,1,Essential Skills and Reading,Lecturer,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,Phone,CP5046,70.5,58.3,55.4,59.5,49.4,Access,Attendance,CP5047,57.6,59.9,45.5,45.2,38.0,Access,Attendance,CP5503,37.7,33.5,54.5,47.0,58.1,No Access,Non submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,IT,,KENYA
246,master of information technology,First year,Academic Caution,2,4R Essential Skills,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CP5046,62.3,46.9,70.7,39.7,72.5,No Access,,CP5047,45.6,69.7,52.7,53.6,65.8,No Access,,CP5503,67.7,60.8,44.5,37.7,30.2,Access,,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Late Enrollment,IT,,KENYA
