student_id,course,student_cohort,academic_status,failed_subjects,study_skills(attended),referral,pp_meeting,self_assessment,readiness_assessment_results,follow_up,follow_up_type,subject_1,subject_1_assess_1,subject_1_assess_2,subject_1_assess_3,subject_1_assess_4,attendance_1,learn_jcu_issues_1,lecturer_referral_1,subject_2,subject_2_assess_1,subject_2_assess_2,subject_2_assess_3,subject_2_assess_4,attendance_2,learn_jcu_issues_2,lecturer_referral_2,subject_3,subject_3_assess_1,subject_3_assess_2,subject_3_assess_3,subject_3_assess_4,attendance_3,learn_jcu_issues_3,lecturer_referral_3,comments,identified_issues,course_group,attendance_adj,avg_assessment,avg_attendance
105,master of education - master of business administration,Return to Study,Satisfactory,0.0,,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,ED5097,95.0,83.4,82.39,75.39,78.31,Access,Non Submission,ED5880,86.99,79.92,63.5,80.98,87.54,Access,Non Submission,LB5113,70.47,66.65,70.87,53.2,79.56,Access,Non Submission,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,Non-IT,96.18,75.73,85.39750000000001
115,master of education - master of business administration,New,Satisfactory,0.0,Studiocity,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,ED5097,87.0,49.02,81.01,87.19,94.33,Access,Concern for Welfare,ED5880,71.19,70.21,65.08,71.45,76.5,Access,Non Submission,LB5113,60.17,44.36,82.08,86.34,72.3,No Access,Non Submission,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,Non-IT,88.76,71.25833333333334,82.9725
627,bachelor of commerce,New,Satisfactory,0.0,Essential Skills and Reading,Lecturer,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,BU1112,72.98,72.66,56.55,87.57,65.0,Access,Concern for Welfare,BX2011,40.0,95.0,45.07,61.64,71.45,Access,Concern for Welfare,BX2014,64.2,53.52,50.62,60.24,68.96,Access,Concern for Welfare,,,Non-IT,87.12,63.337500000000006,73.1325
546,master of international tourism and hospitality management,SRI to JCUB,Satisfactory,0.0,,Other,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,TO5101,61.88,84.2,67.39,55.36,80.81,Access,Attendance,TO5103,58.3,75.45,71.38,94.54,90.48,Access,Attendance,TO5104,85.95,64.83,85.54,57.74,65.88,Access,Attendance,,,Non-IT,60.78,71.88000000000001,74.48750000000001
468,master of professional accounting,SRI to JCUB,Satisfactory,0.0,,Enrollment,Booked,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,CO5117,61.68,78.23,78.7,63.51,82.08,Access,Concern for Welfare,CO5103,86.77,55.29,60.4,56.47,75.95,Access,Attendance,CO5109,87.05,66.91,74.59,63.65,84.35,No Access,Non Submission,,,Non-IT,86.32,69.43749999999999,82.175
93,master of business administration,Continuing,Satisfactory,0.0,,Student Counsellor,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,LB5113,55.92,61.1,92.09,56.65,68.23,Access,Non Submission,LB5202,61.35,66.03,64.76,92.78,76.23,Access,Non Submission,LB5205,77.93,62.4,91.65,84.63,84.69,Access,Concern for Welfare,,,Non-IT,75.55,72.27416666666666,76.175
8,master of business administration,LOA,Satisfactory,0.0,,Student Advocate,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,LB5113,55.32,70.57,70.28,48.99,66.44,Access,Attendance,LB5202,74.39,51.94,52.35,95.0,69.64,No Access,Attendance,LB5205,84.5,65.51,93.66,66.01,60.0,Access,Concern for Welfare,,,Non-IT,82.71,69.04333333333334,69.69749999999999
90,master of business administration,LOA,Satisfactory,0.0,,Other,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,LB5113,74.55,61.55,52.87,72.09,77.65,Access,Non Submission,LB5202,64.6,88.98,72.08,48.81,82.24,Access,Concern for Welfare,LB5205,65.66,47.33,54.8,77.57,72.29,Access,Attendance,,,Non-IT,72.61,65.07416666666666,76.1975
529,master of international tourism and hospitality management,LOA,Satisfactory,0.0,,Lecturer,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,TO5101,67.15,61.08,65.58,79.77,68.65,Access,Attendance,TO5103,58.32,74.05,65.58,64.5,61.06,No Access,Concern for Welfare,TO5104,52.13,54.57,74.78,75.72,62.98,Access,Attendance,,,Non-IT,87.12,66.1025,69.9525
381,master of engineering management,Continuing,Satisfactory,0.0,,Student Advocate,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,Email,EG5200,81.41,43.18,67.64,80.35,82.45,Access,Concern for Welfare,EG5220,81.43,54.32,79.74,64.61,70.86,Access,Attendance,EG5310,77.72,73.67,56.14,64.05,73.07,Access,Attendance,,,Non-IT,92.16,68.68833333333333,79.63499999999999
522,master of international tourism and hospitality management,Continuing,Satisfactory,0.0,,Student Advocate,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,TO5101,44.03,92.01,87.36,85.54,88.52,No Access,Concern for Welfare,TO5103,70.75,64.26,57.59,57.75,69.17,Access,Non Submission,TO5104,76.96,52.52,50.54,74.76,64.49,Access,Non Submission,,,Non-IT,84.8,67.83916666666667,76.745
540,master of international tourism and hospitality management,Continuing,Satisfactory,0.0,,Student Counsellor,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,TO5101,56.96,80.04,60.81,63.56,66.76,Access,Attendance,TO5103,64.69,78.78,71.74,59.34,87.39,No Access,Attendance,TO5104,67.49,54.52,45.85,59.71,80.75,Access,Attendance,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,Non-IT,77.86,63.62416666666668,78.19
364,master of engineering management,Excluded,Satisfactory,0.0,,Enrollment,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,Email,EG5200,75.54,73.05,57.54,72.29,64.74,No Access,Attendance,EG5220,51.53,63.81,72.53,74.76,97.77,Access,Non Submission,EG5310,42.77,73.61,92.33,68.51,63.97,No Access,Concern for Welfare,,,Non-IT,76.39,68.18916666666668,75.7175
638,bachelor of commerce,LOA,Satisfactory,0.0,,Student Counsellor,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,BU1112,42.12,88.05,57.31,81.32,90.25,Access,Attendance,BX2011,70.13,61.26,61.77,89.83,75.4,Access,Concern for Welfare,BX2014,89.46,41.74,68.86,57.05,74.46,No Access,Concern for Welfare,,,Non-IT,79.7,67.40833333333333,79.9525
141,master of education - master of business administration,First year,Satisfactory,0.0,4R Essential Skills,Other,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,ED5097,92.49,73.09,75.12,66.41,84.42,Access,Concern for Welfare,ED5880,90.19,61.27,58.71,73.93,88.89,Access,Non Submission,LB5113,65.12,57.03,63.29,86.42,85.05,Access,Non Submission,,,Non-IT,64.03,71.9225,80.5975
29,master of business administration,Transferred,Satisfactory,0.0,,Enrollment,Booked,No,L/G:9/10 N:5/10 R:8/10,No,F2F,LB5113,65.82,63.15,72.43,54.35,89.58,Access,Concern for Welfare,LB5202,64.44,95.0,61.38,40.0,86.04,Access,Attendance,LB5205,52.95,75.62,56.6,65.81,97.18,No Access,Attendance,,,Non-IT,82.72,63.9625,88.88
44,master of business administration,Excluded,Satisfactory,0.0,,Lecturer,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,LB5113,80.14,56.46,40.0,95.0,88.43,Access,Non Submission,LB5202,67.73,47.68,73.06,78.91,74.64,No Access,Concern for Welfare,LB5205,71.82,55.78,87.08,94.71,84.02,No Access,Concern for Welfare,,,Non-IT,82.52,70.6975,82.40249999999999
43,master of business administration,Transferred,Satisfactory,0.0,,Enrollment,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,LB5113,91.01,89.21,82.69,87.29,71.5,Access,Concern for Welfare,LB5202,70.74,78.52,53.93,52.34,73.09,Access,Concern for Welfare,LB5205,40.0,67.45,86.03,52.0,74.73,No Access,Concern for Welfare,,,Non-IT,74.69,70.93416666666667,73.5025
74,master of business administration,Continuing,Satisfactory,0.0,,Student Advocate,Attended,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,LB5113,54.15,94.79,54.65,58.76,70.58,Access,Non Submission,LB5202,69.54,66.69,54.29,56.97,83.09,Access,Attendance,LB5205,63.79,52.65,62.85,73.45,76.41,No Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,Non-IT,66.97,63.54833333333334,74.2625
168,master of education - master of business administration,Continuing,Satisfactory,0.0,,Other,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,ED5097,81.04,68.78,79.58,62.54,85.99,Access,Concern for Welfare,ED5880,53.03,76.5,95.0,68.3,65.77,Access,Non Submission,LB5113,60.27,75.81,69.45,73.03,80.71,No Access,Non Submission,,,Non-IT,76.54,71.94416666666666,77.2525
211,master of information technology,Excluded,Satisfactory,0.0,,Student Counsellor,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,CP5046,84.51,89.65,75.26,85.38,75.18,Access,Attendance,CP5047,54.43,91.73,76.96,72.11,80.33,Access,Non Submission,CP5503,89.7,44.03,62.98,65.01,68.66,Access,Attendance,,,IT,74.17,74.31250000000001,74.585
610,master of professional accounting - master of business administration,Transferred,Satisfactory,0.0,,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,No,F2F,CO5117,68.28,54.54,57.28,57.73,74.89,Access,Non Submission,CO5103,59.41,68.52,54.42,44.6,70.46,Access,Concern for Welfare,LB5113,51.62,53.03,85.24,81.19,60.0,No Access,Concern for Welfare,,,Non-IT,89.85,61.32166666666666,73.8
67,master of business administration,Continuing,Satisfactory,0.0,,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,LB5113,56.63,40.72,89.48,67.23,69.04,No Access,Non Submission,LB5202,83.55,54.63,73.65,73.96,99.7,Access,Non Submission,LB5205,79.97,48.81,40.0,71.93,72.4,Access,Non Submission,,,Non-IT,74.18,65.04666666666668,78.83000000000001
12,master of business administration,Excluded,Satisfactory,0.0,,Other,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,LB5113,73.88,74.91,60.72,68.5,75.02,No Access,Non Submission,LB5202,58.55,62.3,81.52,89.63,89.68,Access,Concern for Welfare,LB5205,95.0,86.28,72.0,67.94,93.19,Access,Non Submission,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,Non-IT,89.4,74.26916666666666,86.82249999999999
659,master of international tourism and hospitality management - master of business administration,Transferred,Satisfactory,0.0,,Enrollment,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,TO5101,62.28,59.06,61.2,81.98,68.21,Access,Non Submission,LB5113,52.12,47.29,51.77,74.79,84.33,Access,Attendance,LB5202,57.27,47.33,64.54,83.01,73.29,Access,Attendance,,,Non-IT,68.83,61.88666666666668,73.66499999999999
568,master of international tourism and hospitality management,First year,Satisfactory,0.0,Essential Skills,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,F2F,TO5101,58.06,63.37,85.26,82.55,88.44,Access,Concern for Welfare,TO5103,77.16,58.15,75.37,62.1,69.1,Access,Concern for Welfare,TO5104,66.88,70.85,75.82,54.18,72.75,Access,Concern for Welfare,,,Non-IT,84.38,69.14583333333333,78.66749999999999
179,master of education - master of business administration,New,Satisfactory,0.0,Referencing,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,58.12,84.14,77.18,72.57,67.75,Access,Non Submission,ED5880,81.71,66.52,64.85,69.27,82.84,No Access,Concern for Welfare,LB5113,75.4,60.15,60.36,92.19,95.0,Access,Attendance,,,Non-IT,97.26,71.87166666666666,85.7125
534,master of international tourism and hospitality management,Return to Study,Satisfactory,0.0,,Enrollment,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,TO5101,51.42,55.91,61.91,82.04,83.07,No Access,Attendance,TO5103,79.73,65.11,41.81,65.86,60.0,Access,Attendance,TO5104,88.3,64.15,67.25,69.83,81.88,Access,Non Submission,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,Non-IT,78.87,66.11,75.955
358,master of engineering management,Excluded,Satisfactory,0.0,,Lecturer,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,EG5200,74.92,80.86,89.25,46.09,76.07,Access,Non Submission,EG5220,74.3,46.75,79.06,70.23,79.52,Access,Non Submission,EG5310,81.83,85.6,66.07,69.67,69.56,Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,Non-IT,80.68,72.0525,76.4575
648,master of international tourism and hospitality management - master of business administration,SRI to JCUB,Satisfactory,0.0,,Lecturer,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,TO5101,70.16,63.64,79.28,58.38,76.05,Access,Non Submission,LB5113,53.12,91.04,62.42,46.21,77.78,Access,Non Submission,LB5202,67.88,56.66,95.0,71.59,75.06,No Access,Non Submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,Non-IT,75.5,67.94833333333334,76.0975
292,bachelor of business,Return to Study,Satisfactory,0.0,,Enrollment,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,BU1002,79.3,56.47,79.47,70.68,81.98,Access,Non Submission,BU1003,66.41,60.9,64.63,67.93,63.67,Access,Non Submission,BU1007,77.5,66.44,64.06,62.2,70.99,No Access,Attendance,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,Non-IT,80.34,67.99916666666667,74.245
421,bachelor of information technology,Excluded,Satisfactory,0.0,,Lecturer,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CP1401,72.83,60.2,60.93,73.48,76.49,Access,Non Submission,CP1402,67.24,87.41,92.53,55.83,78.63,Access,Non Submission,CP1404,51.99,62.79,55.12,45.93,69.24,No Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,IT,86.09,65.52333333333333,77.61250000000001
178,master of education - master of business administration,Excluded,Satisfactory,0.0,,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,ED5097,90.6,76.69,42.55,68.89,65.22,Access,Attendance,ED5880,92.98,72.86,59.24,79.16,80.03,Access,Non Submission,LB5113,75.16,54.82,70.86,53.43,80.37,No Access,Non Submission,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,Non-IT,93.9,69.77,79.88
457,bachelor of information technology,Return to Study,Conditional,2.0,,Student Advocate,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,CP1401,93.1,6.27,10.27,44.81,57.32722262941227,No Access,Non Submission,CP1402,98.78,36.54,35.53,79.58,62.56744054806301,Access,Attendance,CP1404,69.89,19.8,56.51,68.07,52.87134950287886,Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Death in family,IT,57.32722262941227,51.59583333333333,57.5233088274416
445,bachelor of information technology,Excluded,Satisfactory,0.0,,Other,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,CP1401,84.09,53.1,89.56,52.95,79.6,No Access,Non Submission,CP1402,40.0,63.18,74.51,51.31,84.34,Access,Non Submission,CP1404,64.93,40.0,81.6,70.17,80.27,Access,Concern for Welfare,,,IT,81.58,63.78333333333333,81.44749999999999
84,master of business administration,First year,Satisfactory,0.0,Writing,Student Counsellor,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,LB5113,67.54,58.22,54.85,67.34,72.2,No Access,Concern for Welfare,LB5202,49.71,78.57,79.8,56.1,73.01,No Access,Non Submission,LB5205,89.28,84.17,76.61,46.32,77.2,Access,Non Submission,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,Non-IT,68.59,67.37583333333333,72.75
454,bachelor of information technology,Excluded,Satisfactory,0.0,,Other,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CP1401,49.88,73.77,84.95,83.39,85.81,No Access,Attendance,CP1402,70.77,72.56,60.24,58.3,90.3,Access,Attendance,CP1404,59.52,62.25,64.34,60.03,70.06,Access,Attendance,,,IT,62.14,66.66666666666667,77.0775
355,master of engineering management,First year,Satisfactory,0.0,Writing,Student Counsellor,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,EG5200,67.99,78.02,71.65,55.08,82.91,Access,Non Submission,EG5220,55.2,94.94,95.0,78.93,79.16,No Access,Attendance,EG5310,56.81,63.53,58.31,70.23,72.8,Access,Non Submission,,,Non-IT,78.84,70.47416666666665,78.42750000000001
496,master of professional accounting,First year,Satisfactory,0.0,Essential Skills,Enrollment,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,Phone,CO5117,71.81,44.42,43.61,65.42,87.77,Access,Non Submission,CO5103,57.95,70.11,77.73,53.68,74.12,Access,Attendance,CO5109,53.24,59.4,85.61,53.0,93.02,No Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,Non-IT,77.89,61.33166666666667,83.19999999999999
575,"bachelor of tourism, hospitality and events",First year,Satisfactory,0.0,Writing,Student Counsellor,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,TO1008,73.39,95.0,59.26,90.56,84.67,No Access,Attendance,TO2117,77.18,65.26,52.55,69.5,72.75,Access,Concern for Welfare,TO3052,88.43,93.93,88.51,40.0,60.0,Access,Non Submission,,,Non-IT,89.04,74.46416666666666,76.61500000000001
80,master of business administration,New,Satisfactory,0.0,Studiocity,Student Counsellor,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,LB5113,74.88,77.79,67.74,58.17,96.63,Access,Concern for Welfare,LB5202,69.45,70.57,75.24,71.68,81.48,Access,Non Submission,LB5205,72.76,95.0,75.79,74.96,87.13,Access,Non Submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,Non-IT,82.3,73.66916666666667,86.885
24,master of business administration,SRI to JCUB,Satisfactory,0.0,,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,LB5113,73.4,86.9,55.97,65.46,78.92,No Access,Concern for Welfare,LB5202,44.8,52.07,65.58,81.3,82.2,No Access,Non Submission,LB5205,61.6,84.6,77.54,76.13,80.29,Access,Attendance,,,Non-IT,84.47,68.77916666666667,81.47
16,master of business administration,Return to Study,Satisfactory,0.0,,Enrollment,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,LB5113,81.9,59.13,90.87,63.88,67.88,No Access,Non Submission,LB5202,70.41,62.44,40.0,76.27,74.86,Access,Attendance,LB5205,50.22,78.25,95.0,74.6,72.9,Access,Non Submission,,,Non-IT,89.55,70.24750000000002,76.2975
382,master of engineering management,Excluded,Satisfactory,0.0,,Enrollment,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,EG5200,76.16,66.22,72.26,70.18,96.39,Access,Attendance,EG5220,77.99,75.26,71.53,77.31,74.16,Access,Concern for Welfare,EG5310,62.45,95.0,41.42,70.38,82.67,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,Non-IT,73.71,71.34666666666668,81.7325
293,bachelor of business,SRI to JCUB,Satisfactory,0.0,,Student Advocate,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,Email,BU1002,68.75,78.43,76.0,60.09,96.04,Access,Concern for Welfare,BU1003,56.74,49.93,84.17,78.64,89.29,No Access,Concern for Welfare,BU1007,57.48,55.27,68.38,44.89,79.71,No Access,Non Submission,,,Non-IT,84.47,64.8975,87.3775
276,bachelor of business,First year,Satisfactory,0.0,Writing,Student Advocate,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,BU1002,79.18,62.8,94.6,68.57,68.46,Access,Non Submission,BU1003,71.11,51.25,40.0,40.0,66.53,Access,Non Submission,BU1007,71.92,95.0,58.94,78.92,63.49,Access,Attendance,,,Non-IT,85.56,67.69083333333332,71.01
653,master of international tourism and hospitality management - master of business administration,Excluded,Satisfactory,0.0,,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,TO5101,67.47,82.26,74.13,72.58,60.96,Access,Concern for Welfare,LB5113,56.07,79.06,65.36,72.18,68.33,Access,Concern for Welfare,LB5202,48.43,65.46,81.6,80.82,77.37,No Access,Non Submission,,,Non-IT,74.26,70.45166666666667,70.23
315,bachelor of business,LOA,Satisfactory,0.0,,Lecturer,Booked,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,BU1002,43.51,80.77,50.22,73.58,77.32,Access,Attendance,BU1003,51.94,70.71,74.3,77.14,71.04,Access,Concern for Welfare,BU1007,40.0,59.39,80.86,47.57,79.28,No Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,Non-IT,91.13,62.49916666666667,79.6925
520,master of professional accounting,Continuing,Satisfactory,0.0,,Other,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CO5117,67.75,61.07,54.61,65.58,80.59,Access,Non Submission,CO5103,76.05,61.23,60.92,88.84,84.36,Access,Attendance,CO5109,60.94,71.1,87.21,58.33,71.77,Access,Non Submission,,,Non-IT,63.03,67.80250000000001,74.9375
138,master of education - master of business administration,Transferred,Satisfactory,0.0,,Student Counsellor,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,ED5097,67.98,85.15,75.45,69.96,91.04,Access,Concern for Welfare,ED5880,76.24,56.94,70.24,78.9,73.18,Access,Non Submission,LB5113,60.47,69.62,54.43,77.4,73.0,Access,Non Submission,,,Non-IT,73.0,70.23166666666667,77.555
486,master of professional accounting,Return to Study,Satisfactory,0.0,,Enrollment,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,CO5117,76.62,54.17,71.62,95.0,64.13,Access,Non Submission,CO5103,70.11,81.5,41.75,81.82,70.15,Access,Non Submission,CO5109,52.51,67.26,74.76,72.36,60.0,Access,Non Submission,,,Non-IT,61.19,69.95666666666666,63.8675
484,master of professional accounting,Transferred,Satisfactory,0.0,,Student Advocate,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CO5117,80.14,50.7,84.17,72.99,76.7,No Access,Attendance,CO5103,60.96,56.61,57.11,93.08,80.17,Access,Non Submission,CO5109,79.38,64.39,89.23,81.1,77.03,Access,Concern for Welfare,,,Non-IT,60.44,72.48833333333333,73.58500000000001
34,master of business administration,SRI to JCUB,Satisfactory,0.0,,Enrollment,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,LB5113,40.0,56.73,77.85,47.43,82.35,Access,Attendance,LB5202,73.78,58.06,56.81,70.49,90.58,Access,Non Submission,LB5205,72.47,56.62,45.97,59.05,94.95,Access,Non Submission,,,Non-IT,71.31,59.605,84.7975
681,master of information technology - master of business administration,SRI to JCUB,Satisfactory,0.0,,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CP5046,55.75,55.17,40.73,56.35,66.88,Access,Attendance,LB5113,50.88,80.82,74.83,59.91,88.19,Access,Attendance,LB5202,78.37,79.36,58.8,91.86,85.7,Access,Attendance,,,IT,77.35,65.23583333333333,79.53
258,master of information technology,First year,Satisfactory,0.0,Essential Skills,Student Advocate,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CP5046,56.4,85.91,95.0,45.51,87.75,Access,Concern for Welfare,CP5047,68.92,69.0,50.14,83.08,78.67,Access,Concern for Welfare,CP5503,85.12,66.24,82.02,78.01,85.31,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,IT,77.63,72.1125,82.34
10,master of business administration,First year,Satisfactory,0.0,4R Essential Skills,Other,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,LB5113,74.98,75.33,78.34,68.73,60.0,Access,Attendance,LB5202,62.22,85.91,40.0,62.37,91.29,Access,Concern for Welfare,LB5205,78.85,78.82,76.95,95.0,93.78,No Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,Non-IT,82.78,73.125,81.9625
23,master of business administration,Return to Study,Satisfactory,0.0,,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,LB5113,68.61,86.09,71.03,76.25,62.67,No Access,Concern for Welfare,LB5202,76.21,41.48,58.2,47.77,79.47,Access,Non Submission,LB5205,95.0,53.33,68.18,42.78,80.75,No Access,Non Submission,,,Non-IT,76.13,65.41083333333334,74.755
544,master of international tourism and hospitality management,SRI to JCUB,Satisfactory,0.0,,Enrollment,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,TO5101,81.1,44.32,40.0,63.71,82.11,No Access,Concern for Welfare,TO5103,57.11,72.28,47.03,70.4,88.15,Access,Attendance,TO5104,54.59,49.54,64.05,51.93,69.94,Access,Attendance,,,Non-IT,60.0,58.00499999999999,75.05
222,master of information technology,Transferred,Satisfactory,0.0,,Enrollment,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,CP5046,65.57,52.8,68.22,63.44,87.86,Access,Concern for Welfare,CP5047,63.63,40.91,58.4,68.88,70.0,Access,Concern for Welfare,CP5503,61.04,64.36,58.06,77.09,85.82,No Access,Concern for Welfare,,,IT,70.38,61.86666666666667,78.515
405,master of engineering management,Return to Study,Satisfactory,0.0,,Other,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,EG5200,71.84,69.44,48.86,60.86,66.91,Access,Concern for Welfare,EG5220,57.95,77.91,56.22,80.3,67.95,No Access,Concern for Welfare,EG5310,54.51,72.4,77.38,64.83,78.98,No Access,Concern for Welfare,,,Non-IT,85.37,66.04166666666667,74.80250000000001
684,master of information technology - master of business administration,New,Satisfactory,0.0,Writing,Other,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,CP5046,88.31,64.59,72.14,75.86,71.18,Access,Concern for Welfare,LB5113,56.23,69.88,89.01,77.3,80.06,Access,Concern for Welfare,LB5202,95.0,88.77,73.22,73.21,86.15,Access,Non Submission,,,IT,74.03,76.96000000000001,77.855
335,bachelor of business,Transferred,Satisfactory,0.0,,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,BU1002,83.56,73.19,56.15,42.71,69.75,Access,Non Submission,BU1003,69.01,58.33,70.45,82.52,83.16,No Access,Attendance,BU1007,88.29,89.54,53.89,57.44,72.62,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,Non-IT,92.77,68.75666666666666,79.575
85,master of business administration,New,Satisfactory,0.0,Studiocity,Enrollment,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,LB5113,58.19,73.96,50.69,69.41,91.84,Access,Attendance,LB5202,80.14,57.31,55.98,56.83,78.28,Access,Non Submission,LB5205,78.0,66.86,40.0,69.2,90.69,No Access,Concern for Welfare,,,Non-IT,62.4,63.04750000000001,80.8025
336,bachelor of business,LOA,Satisfactory,0.0,,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,BU1002,83.04,64.88,62.94,50.21,100.0,Access,Attendance,BU1003,78.46,81.25,77.69,40.0,71.62,Access,Non Submission,BU1007,57.19,60.38,50.93,85.81,82.23,No Access,Non Submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Poor time management,Non-IT,94.26,66.065,87.0275
