student_id,course,student_cohort,academic_status,failed_subjects,study_skills(attended),referral,pp_meeting,self_assessment,readiness_assessment_results,follow_up,follow_up_type,subject_1,subject_1_assess_1,subject_1_assess_2,subject_1_assess_3,subject_1_assess_4,attendance_1,learn_jcu_issues_1,lecturer_referral_1,subject_2,subject_2_assess_1,subject_2_assess_2,subject_2_assess_3,subject_2_assess_4,attendance_2,learn_jcu_issues_2,lecturer_referral_2,subject_3,subject_3_assess_1,subject_3_assess_2,subject_3_assess_3,subject_3_assess_4,attendance_3,learn_jcu_issues_3,lecturer_referral_3,comments,identified_issues,course_group,risk,country
144,MEd-MBA,First year,Academic Caution,2,Essential Skills and Reading,Student Counsellor,Attended,,L/G:9/10 N:5/10 R:8/10,No,No Reply,ED5097,45.8,44.6,69.6,39.3,49.3,Access,Concern for Welfare,ED5880,62.8,46.7,62.7,50.3,62.5,Access,Non Submission,LB5113,43.4,49.4,52.1,66.6,23.5,Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Mental Health,Non-IT,High,Kenya
145,MEd-MBA,Return to Study,Satisfactory,0,Writing,Enrollment,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,Email,ED5097,75.6,72.6,8.2,67.9,73.9,Access,Concern for Welfare,ED5880,52.7,10.7,89.3,71.5,73.5,No Access,Attendance,LB5113,66.3,69.0,71.8,71.9,74.8,Access,Non Submission,,Sickness,Non-IT,Low,Kenya
146,MEd-MBA,First year,Satisfactory,0,Essential Skills and Reading,Other,Attended,,L/G:9/10 N:5/10 R:8/10,No,Phone,ED5097,54.1,53.0,23.3,61.7,74.9,No Access,Attendance,ED5880,62.9,74.7,58.0,63.8,65.2,No Access,Attendance,LB5113,68.8,58.5,73.5,22.8,67.3,Access,Attendance,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,No Issue Reported,Non-IT,Medium,Kenya
147,MEd-MBA,Return to Study,Satisfactory,0,Studiocity,Enrollment,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,Email,ED5097,72.9,67.2,59.9,72.2,67.2,Access,Attendance,ED5880,74.5,76.8,71.8,84.5,71.0,Access,Attendance,LB5113,75.6,73.9,72.8,66.5,81.4,Access,Non Submission,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Death in Family,Non-IT,Low,Kenya
148,MEd-MBA,Continuing,Satisfactory,0,Writing,Lecturer,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,ED5097,70.3,63.1,58.7,60.4,65.0,Access,Non Submission,ED5880,64.2,72.5,70.5,81.4,76.1,Access,Concern for Welfare,LB5113,73.9,69.4,74.5,74.1,64.1,No Access,Non Submission,,No Issue Reported,Non-IT,Low,Kenya
149,MEd-MBA,Continuing,Satisfactory,0,Writing,Student Counsellor,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,73.3,63.6,75.5,81.3,73.6,Access,Attendance,ED5880,66.0,65.8,71.0,69.0,69.8,Access,Attendance,LB5113,26.6,61.5,69.4,77.3,71.7,Access,Attendance,,No Issue Reported,Non-IT,Low,Kenya
150,MEd-MBA,LOA,Satisfactory,0,Essential Skills and Reading,Student Counsellor,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,Phone,ED5097,89.1,78.4,74.6,79.5,69.7,No Access,Concern for Welfare,ED5880,73.7,70.4,92.8,82.4,65.8,Access,Non Submission,LB5113,71.3,75.5,62.2,85.4,71.6,Access,Concern for Welfare,,No Issue Reported,Non-IT,Low,Kenya
151,MEd-MBA,First year,Satisfactory,0,Essential Skills,Other,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,Phone,ED5097,99.5,3.7,8.9,72.9,62.6,Access,Attendance,ED5880,74.8,72.7,65.0,98.8,72.2,Access,Concern for Welfare,LB5113,59.0,59.0,59.3,71.6,61.4,No Access,Non Submission,,No Issue Reported,Non-IT,Medium,Kenya
152,MEd-MBA,New,Satisfactory,0,Essential Skills and Reading,Lecturer,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,5.4,5.5,65.8,8.2,63.8,Access,Attendance,ED5880,65.1,70.4,58.6,65.3,69.2,Access,Concern for Welfare,LB5113,58.6,65.8,69.8,66.9,64.0,No Access,Non Submission,,No Issue Reported,Non-IT,High,Kenya
153,MEd-MBA,LOA,Satisfactory,0,Studiocity,Enrollment,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,ED5097,69.3,87.6,38.7,75.7,73.2,Access,Attendance,ED5880,80.3,80.9,56.3,68.0,64.5,Access,Non Submission,LB5113,55.1,64.0,88.0,67.1,58.3,Access,Attendance,,No Issue Reported,Non-IT,Low,Kenya
154,MEd-MBA,First year,Satisfactory,0,Referencing,Student Advocate,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,67.7,72.1,70.3,60.0,56.1,Access,Concern for Welfare,ED5880,71.1,84.2,74.0,66.3,69.1,Access,Attendance,LB5113,56.9,67.0,69.3,65.5,63.1,Access,Attendance,,No Issue Reported,Non-IT,Medium,Kenya
155,MEd-MBA,LOA,Satisfactory,0,4R Essential Skills,Lecturer,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,Phone,ED5097,77.1,71.5,67.5,75.2,71.1,No Access,Attendance,ED5880,77.1,71.8,49.0,68.4,81.6,Access,Concern for Welfare,LB5113,68.0,69.6,81.8,69.5,70.1,Access,Concern for Welfare,,No Issue Reported,Non-IT,Low,Kenya
156,MEd-MBA,New,Satisfactory,0,Essential Skills,Enrollment,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,ED5097,67.0,71.7,71.8,69.9,70.7,Access,Concern for Welfare,ED5880,69.1,73.8,55.2,72.1,58.6,No Access,Attendance,LB5113,62.8,80.2,62.3,55.2,66.5,Access,Non Submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,No Issue Reported,Non-IT,Medium,Kenya
157,MEd-MBA,Transferred,Satisfactory,0,Essential Skills and Reading,Student Counsellor,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,Email,ED5097,79.0,75.3,69.3,56.7,66.4,Access,Non Submission,ED5880,70.6,74.3,73.0,68.8,61.6,Access,Attendance,LB5113,63.3,62.5,75.7,71.3,63.1,No Access,Concern for Welfare,,Mental Health,Non-IT,Low,Kenya
158,MEd-MBA,Transferred,Satisfactory,0,Studiocity,Enrollment,Attended,,L/G:9/10 N:5/10 R:8/10,No,Phone,ED5097,67.5,67.8,65.2,87.7,60.2,No Access,Non Submission,ED5880,66.7,71.1,68.1,56.9,65.9,Access,Concern for Welfare,LB5113,79.8,76.5,68.8,67.3,72.1,No Access,Non Submission,,No Issue Reported,Non-IT,Low,Kenya
159,MEd-MBA,Excluded,Excluded,4,Referencing,Other,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,Email,ED5097,0.0,0.0,0.0,0.0,27.8,No Access,Non Submission,ED5880,0.0,0.0,0.0,0.0,18.4,No Access,Non Submission,LB5113,0.0,0.0,0.0,0.0,56.0,No Access,Non Submission,,Sickness,Non-IT,High,Kenya
160,MEd-MBA,Transferred,Satisfactory,0,Writing,Lecturer,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,67.9,94.6,64.9,76.3,67.7,Access,Non Submission,ED5880,74.0,70.7,69.7,71.3,68.7,Access,Attendance,LB5113,63.5,97.5,91.6,64.6,74.5,Access,Non Submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,No Issue Reported,Non-IT,Low,Kenya
161,MEd-MBA,Transferred,Satisfactory,0,4R Essential Skills,Enrollment,Attended,,L/G:9/10 N:5/10 R:8/10,No,F2F,ED5097,73.5,78.9,67.7,70.4,57.2,Access,Non Submission,ED5880,73.3,69.4,76.7,72.1,75.2,Access,Non Submission,LB5113,64.6,74.9,62.0,65.4,76.7,No Access,Concern for Welfare,,No Issue Reported,Non-IT,Low,Kenya
162,MEd-MBA,SRI to JCUB,Satisfactory,0,Writing,Lecturer,Booked,,L/G:9/10 N:5/10 R:8/10,No,Email,ED5097,77.4,56.2,77.6,62.0,59.7,Access,Non Submission,ED5880,71.4,61.4,71.9,69.2,67.4,Access,Attendance,LB5113,68.1,72.0,70.4,67.4,77.8,Access,Concern for Welfare,,No Issue Reported,Non-IT,Low,Kenya
163,MEd-MBA,Return to Study,Satisfactory,0,Essential Skills and Reading,Lecturer,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,Phone,ED5097,73.8,74.8,65.1,77.4,61.7,Access,Concern for Welfare,ED5880,79.3,13.0,71.0,67.4,63.0,Access,Non Submission,LB5113,69.5,61.6,73.5,92.4,61.7,No Access,Concern for Welfare,,No Issue Reported,Non-IT,Low,Kenya
164,MEd-MBA,SRI to JCUB,Satisfactory,0,Studiocity,Other,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,Email,ED5097,95.0,69.7,77.0,65.9,56.6,No Access,Attendance,ED5880,75.6,77.8,68.5,74.2,67.6,Access,Attendance,LB5113,68.6,69.1,76.3,86.5,84.8,Access,Concern for Welfare,,No Issue Reported,Non-IT,Low,Kenya
165,MEd-MBA,SRI to JCUB,Satisfactory,0,Studiocity,Enrollment,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,Email,ED5097,74.5,73.7,68.4,80.1,65.9,Access,Concern for Welfare,ED5880,83.0,68.7,73.7,55.1,69.7,Access,Concern for Welfare,LB5113,81.3,4.1,94.1,79.4,90.6,No Access,Concern for Welfare,,Late Enrollment,Non-IT,Low,Kenya
166,MEd-MBA,SRI to JCUB,Satisfactory,0,4R Essential Skills,Student Advocate,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,69.0,69.8,82.5,56.7,67.3,Access,Non Submission,ED5880,62.0,68.0,61.7,66.9,76.2,Access,Non Submission,LB5113,76.3,65.0,66.1,77.8,71.9,Access,Non Submission,,Mental Health,Non-IT,Low,Kenya
167,MEd-MBA,Transferred,Satisfactory,0,Referencing,Other,Booked,,L/G:9/10 N:5/10 R:8/10,No,F2F,ED5097,73.0,71.4,65.4,78.8,68.0,Access,Concern for Welfare,ED5880,67.7,57.8,84.4,71.7,76.2,Access,Non Submission,LB5113,68.4,66.7,66.2,67.9,75.2,Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Sickness,Non-IT,Low,Kenya
168,MEd-MBA,New,Satisfactory,0,Writing,Other,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,ED5097,67.7,74.0,69.7,68.1,70.6,Access,Concern for Welfare,ED5880,54.8,64.0,66.8,66.5,78.1,Access,Non Submission,LB5113,68.2,65.1,65.1,71.3,67.4,No Access,Non Submission,,No Issue Reported,Non-IT,Medium,Kenya
169,MEd-MBA,Continuing,Satisfactory,0,Writing,Student Advocate,Booked,,L/G:9/10 N:5/10 R:8/10,No,F2F,ED5097,76.8,19.2,81.6,61.5,64.6,Access,Concern for Welfare,ED5880,63.8,68.3,65.3,67.7,69.7,Access,Non Submission,LB5113,68.4,65.1,70.7,67.5,68.3,Access,Concern for Welfare,,Death in Family,Non-IT,Low,Kenya
170,MEd-MBA,Continuing,Satisfactory,0,4R Essential Skills,Lecturer,Booked,,L/G:9/10 N:5/10 R:8/10,No,Phone,ED5097,79.2,80.3,22.7,74.2,77.4,Access,Attendance,ED5880,80.2,72.0,72.5,69.2,73.1,No Access,Non Submission,LB5113,92.0,72.3,73.6,95.7,75.8,Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,No Issue Reported,Non-IT,Low,Kenya
171,MEd-MBA,Return to Study,Satisfactory,0,Studiocity,Student Advocate,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,No Reply,ED5097,59.4,60.4,82.9,59.6,71.3,Access,Non Submission,ED5880,64.5,63.9,5.3,65.0,90.7,Access,Attendance,LB5113,74.8,54.3,70.0,63.6,61.4,Access,Concern for Welfare,,No Issue Reported,Non-IT,Low,Kenya
172,MEd-MBA,Transferred,Satisfactory,0,Studiocity,Student Advocate,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,Email,ED5097,62.2,71.1,75.9,78.4,68.0,No Access,Concern for Welfare,ED5880,73.2,92.7,77.0,72.8,81.7,Access,Non Submission,LB5113,62.7,69.2,73.0,78.7,69.5,Access,Non Submission,,No Issue Reported,Non-IT,Low,Kenya
173,MEd-MBA,Transferred,Satisfactory,0,Essential Skills,Student Counsellor,Booked,,L/G:9/10 N:5/10 R:8/10,No,F2F,ED5097,59.0,63.3,91.2,63.9,78.3,Access,Concern for Welfare,ED5880,67.0,79.8,79.0,63.5,67.8,No Access,Attendance,LB5113,59.8,70.0,71.7,66.6,72.9,Access,Non Submission,,No Issue Reported,Non-IT,Low,Kenya
174,MEd-MBA,Transferred,Satisfactory,0,Writing,Student Counsellor,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,70.4,96.2,69.0,67.3,59.9,Access,Attendance,ED5880,69.4,70.6,77.7,57.3,58.8,No Access,Concern for Welfare,LB5113,68.6,67.8,79.8,76.2,74.8,Access,Concern for Welfare,,No Issue Reported,Non-IT,Low,Kenya
175,MEd-MBA,LOA,Conditional,0,4R Essential Skills,Student Counsellor,Attended,,L/G:9/10 N:5/10 R:8/10,No,Phone,ED5097,37.0,79.6,59.4,54.5,72.6,Access,Non Submission,ED5880,45.7,54.3,46.6,44.4,50.0,Access,Non Submission,LB5113,61.9,54.0,58.8,44.6,68.1,Access,Non Submission,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Late Enrollment,Non-IT,High,Kenya
176,MEd-MBA,First year,Satisfactory,0,Studiocity,Enrollment,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,60.5,64.4,70.6,63.0,63.5,Access,Non Submission,ED5880,73.6,75.4,77.0,72.2,65.8,No Access,Non Submission,LB5113,62.2,71.6,76.1,85.0,74.0,Access,Attendance,,No Issue Reported,Non-IT,Medium,Kenya
177,MEd-MBA,LOA,Satisfactory,0,Writing,Lecturer,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,F2F,ED5097,63.4,73.8,86.3,68.3,72.5,Access,Attendance,ED5880,68.0,66.8,60.1,76.8,74.4,No Access,Non Submission,LB5113,1.3,71.9,98.6,71.2,79.0,Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,No Issue Reported,Non-IT,Low,Kenya
178,MEd-MBA,First year,Academic Caution,1,Essential Skills,Lecturer,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,Phone,ED5097,24.2,39.8,54.2,45.2,55.8,Access,Attendance,ED5880,65.2,76.2,41.1,47.3,51.8,Access,Non Submission,LB5113,55.7,44.5,57.5,57.8,65.5,No Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Death in Family,Non-IT,High,Kenya
179,MEd-MBA,Transferred,Satisfactory,0,Referencing,Lecturer,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,65.6,65.0,71.7,71.1,77.8,Access,Non Submission,ED5880,63.6,69.0,6.6,54.9,74.4,No Access,Concern for Welfare,LB5113,58.8,73.3,80.0,63.9,62.8,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,No Issue Reported,Non-IT,Low,Kenya
180,MEd-MBA,Transferred,Satisfactory,0,Essential Skills,Other,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,ED5097,57.5,70.8,16.0,3.5,58.0,No Access,Non Submission,ED5880,65.6,61.7,69.9,75.6,69.9,Access,Attendance,LB5113,91.4,64.6,58.4,69.8,52.1,Access,Non Submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Mental Health,Non-IT,Low,Kenya
181,MEd-MBA,LOA,Satisfactory,0,4R Essential Skills,Lecturer,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,Email,ED5097,73.1,75.3,66.6,80.3,75.5,Access,Non Submission,ED5880,76.8,80.3,63.8,66.3,78.1,Access,Concern for Welfare,LB5113,77.8,64.5,97.3,79.9,88.9,No Access,Non Submission,,Late Enrollment,Non-IT,Low,Kenya
182,MEd-MBA,LOA,Satisfactory,0,Essential Skills,Other,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,Email,ED5097,61.6,67.6,62.2,81.9,80.6,Access,Non Submission,ED5880,67.3,94.8,64.3,74.6,70.2,Access,Attendance,LB5113,77.7,69.7,95.0,74.5,74.0,Access,Attendance,,No Issue Reported,Non-IT,Low,Kenya
183,MEd-MBA,First year,Satisfactory,0,Referencing,Lecturer,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,Phone,ED5097,75.2,71.4,73.5,74.5,73.8,Access,Concern for Welfare,ED5880,77.7,85.5,71.2,68.6,65.2,Access,Non Submission,LB5113,56.8,75.3,70.3,65.2,60.6,Access,Attendance,,No Issue Reported,Non-IT,Medium,Kenya
184,MEd-MBA,Continuing,Satisfactory,0,Studiocity,Enrollment,Booked,,L/G:9/10 N:5/10 R:8/10,No,No Reply,ED5097,93.9,70.7,72.3,72.7,56.9,Access,Concern for Welfare,ED5880,88.1,74.6,63.3,90.8,85.4,Access,Non Submission,LB5113,20.9,73.6,65.7,79.9,72.5,Access,Attendance,,Sickness,Non-IT,Low,Kenya
185,MEd-MBA,First year,Satisfactory,0,Referencing,Other,Booked,,L/G:9/10 N:5/10 R:8/10,No,F2F,ED5097,60.0,67.9,64.4,72.5,67.7,Access,Non Submission,ED5880,70.6,67.1,64.2,78.5,58.7,Access,Attendance,LB5113,63.7,75.8,72.7,68.9,64.3,Access,Concern for Welfare,,No Issue Reported,Non-IT,Medium,Kenya
186,MEd-MBA,LOA,Satisfactory,0,Writing,Enrollment,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,69.0,77.3,65.3,71.9,73.8,No Access,Concern for Welfare,ED5880,86.0,85.3,69.6,68.0,67.9,Access,Attendance,LB5113,76.2,83.6,84.5,68.6,76.2,Access,Non Submission,,No Issue Reported,Non-IT,Low,Kenya
187,MEd-MBA,New,Satisfactory,0,Referencing,Student Counsellor,Booked,No,L/G:9/10 N:5/10 R:8/10,No,Email,ED5097,25.3,72.7,76.8,73.0,80.2,No Access,Non Submission,ED5880,23.5,65.3,90.6,69.4,73.3,Access,Non Submission,LB5113,75.4,58.8,68.7,67.8,58.6,Access,Concern for Welfare,,No Issue Reported,Non-IT,High,Nepal
188,MEd-MBA,LOA,Satisfactory,0,Essential Skills,Lecturer,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,Phone,ED5097,80.8,76.5,64.9,72.4,78.8,No Access,Concern for Welfare,ED5880,61.8,91.7,63.3,70.6,63.8,Access,Attendance,LB5113,70.1,66.8,75.2,69.1,75.9,No Access,Concern for Welfare,,No Issue Reported,Non-IT,Low,Nigeria
189,MEd-MBA,New,Satisfactory,0,Referencing,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,ED5097,99.2,77.9,70.3,60.1,52.6,Access,Non Submission,ED5880,73.4,80.9,12.5,62.2,71.3,Access,Attendance,LB5113,67.3,63.9,68.3,72.2,69.0,Access,Attendance,,No Issue Reported,Non-IT,Medium,Nigeria
190,MEd-MBA,Return to Study,Satisfactory,0,Referencing,Student Advocate,Booked,,L/G:9/10 N:5/10 R:8/10,No,Email,ED5097,68.6,63.8,61.8,69.2,71.1,Access,Attendance,ED5880,81.4,70.8,77.6,66.4,57.5,Access,Attendance,LB5113,73.2,64.5,55.5,69.6,79.9,Access,Non Submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,No Issue Reported,Non-IT,Low,Nigeria
191,MEd-MBA,LOA,Satisfactory,0,Writing,Lecturer,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,ED5097,71.1,71.5,75.3,70.3,65.3,Access,Non Submission,ED5880,74.4,82.3,70.9,23.3,68.6,Access,Attendance,LB5113,75.1,60.7,66.6,77.7,78.0,Access,Concern for Welfare,,No Issue Reported,Non-IT,Low,South Africa
192,MEd-MBA,Return to Study,Satisfactory,0,4R Essential Skills,Student Counsellor,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,Email,ED5097,66.5,66.2,78.1,47.5,67.8,Access,Attendance,ED5880,67.7,11.6,72.1,74.4,73.9,Access,Concern for Welfare,LB5113,68.9,62.1,67.6,65.3,64.7,Access,Concern for Welfare,,No Issue Reported,Non-IT,Low,United Kingdom
193,MInfTech,Continuing,Satisfactory,0,Writing,Enrollment,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,F2F,CP5046,76.5,69.8,72.4,78.6,74.8,Access,Concern for Welfare,CP5047,76.9,66.1,81.4,68.4,80.0,Access,Concern for Welfare,CP5503,71.4,60.6,72.9,99.2,69.2,Access,Concern for Welfare,,No Issue Reported,IT,Low,Bangladesh
194,MInfTech,First year,Satisfactory,0,Writing,Student Counsellor,Attended,,L/G:9/10 N:5/10 R:8/10,No,Phone,CP5046,0.2,73.0,63.9,27.1,62.6,Access,Concern for Welfare,CP5047,65.7,53.7,69.0,68.0,66.0,Access,Non Submission,CP5503,61.2,68.7,71.5,67.5,72.9,Access,Non Submission,,No Issue Reported,IT,High,Bangladesh
195,MInfTech,New,Satisfactory,0,4R Essential Skills,Enrollment,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,Email,CP5046,69.1,96.8,80.5,78.6,68.9,Access,Concern for Welfare,CP5047,71.1,74.0,66.0,66.5,64.6,Access,Non Submission,CP5503,74.3,68.3,9.2,65.3,54.0,Access,Non Submission,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,IT,Medium,Bangladesh
196,MInfTech,First year,Satisfactory,0,Studiocity,Other,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,Email,CP5046,77.1,64.1,69.9,68.8,58.2,No Access,Non Submission,CP5047,57.9,64.3,52.8,9.0,66.8,Access,Attendance,CP5503,32.8,80.1,68.0,65.3,70.8,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,No Issue Reported,IT,Medium,Bangladesh
197,MInfTech,Return to Study,Satisfactory,0,Referencing,Other,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,F2F,CP5046,73.7,76.8,58.5,78.7,63.1,Access,Non Submission,CP5047,66.4,64.3,71.0,70.6,73.8,Access,Concern for Welfare,CP5503,68.6,63.1,2.9,80.8,76.0,Access,Non Submission,,Mental Health,IT,Low,Bangladesh
198,MInfTech,New,Satisfactory,0,Referencing,Enrollment,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CP5046,82.2,60.0,55.7,78.2,77.4,Access,Concern for Welfare,CP5047,29.5,78.4,90.7,65.4,57.6,Access,Attendance,CP5503,98.7,65.4,78.9,69.4,78.2,Access,Non Submission,,Late Enrollment,IT,Medium,Bangladesh
199,MInfTech,First year,Satisfactory,0,Studiocity,Lecturer,Booked,,L/G:9/10 N:5/10 R:8/10,No,F2F,CP5046,74.4,66.9,52.7,98.5,78.4,Access,Non Submission,CP5047,63.8,78.0,90.3,59.3,71.6,Access,Attendance,CP5503,84.5,58.0,79.2,73.3,60.7,Access,Non Submission,,No Issue Reported,IT,Medium,Bangladesh
200,MInfTech,LOA,Satisfactory,0,Referencing,Enrollment,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CP5046,70.6,70.3,79.1,78.6,76.7,Access,Concern for Welfare,CP5047,62.3,83.1,81.5,31.1,71.4,No Access,Concern for Welfare,CP5503,78.6,74.2,71.2,63.6,64.0,Access,Concern for Welfare,,No Issue Reported,IT,Low,Bangladesh
201,MInfTech,Transferred,Satisfactory,0,4R Essential Skills,Enrollment,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,Email,CP5046,67.4,68.3,68.4,80.4,72.2,No Access,Attendance,CP5047,67.2,37.0,66.5,59.2,80.8,Access,Concern for Welfare,CP5503,76.4,69.7,68.0,75.2,73.4,Access,Concern for Welfare,,No Issue Reported,IT,Low,Bangladesh
202,MInfTech,Return to Study,Academic Caution,2,4R Essential Skills,Enrollment,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CP5046,81.2,50.1,90.8,52.2,49.5,No Access,Attendance,CP5047,62.8,44.9,82.0,59.5,55.9,Access,Attendance,CP5503,46.9,41.5,85.4,61.0,46.1,Access,Non Submission,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Sickness,IT,High,Bhutan
203,MInfTech,First year,Academic Caution,0,Referencing,Lecturer,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CP5046,39.1,53.6,60.4,52.2,56.1,Access,Non Submission,CP5047,45.2,66.4,60.1,52.7,35.6,Access,Non Submission,CP5503,34.3,45.5,49.1,77.9,69.4,Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Death in Family,IT,High,Bhutan
204,MInfTech,Return to Study,Academic Caution,2,Writing,Other,Booked,,L/G:9/10 N:5/10 R:8/10,No,F2F,CP5046,57.4,45.6,80.9,77.7,69.2,Access,Concern for Welfare,CP5047,37.5,35.6,46.6,47.5,45.4,Access,Concern for Welfare,CP5503,69.0,57.3,39.6,48.1,54.9,Access,Attendance,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Mental Health,IT,Medium,Bhutan
205,MInfTech,SRI to JCUB,Satisfactory,0,Writing,Other,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CP5046,72.5,21.4,63.3,65.2,88.4,Access,Attendance,CP5047,64.4,59.9,78.8,62.0,77.0,Access,Concern for Welfare,CP5503,70.3,76.7,68.1,72.0,69.4,Access,Concern for Welfare,,Death in Family,IT,Low,Bhutan
206,MInfTech,Return to Study,Satisfactory,0,Referencing,Student Advocate,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CP5046,74.5,65.1,80.7,98.4,73.6,Access,Concern for Welfare,CP5047,79.0,67.4,75.3,53.7,78.8,No Access,Concern for Welfare,CP5503,69.4,70.4,62.5,79.0,84.2,Access,Concern for Welfare,,No Issue Reported,IT,Low,Bhutan
207,MInfTech,New,Satisfactory,0,Studiocity,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,CP5046,69.8,72.5,59.5,63.8,60.7,Access,Non Submission,CP5047,81.5,78.2,66.2,76.6,66.6,Access,Attendance,CP5503,73.7,90.9,61.0,59.1,69.9,Access,Non Submission,,No Issue Reported,IT,Medium,Bhutan
208,MInfTech,SRI to JCUB,Satisfactory,0,Studiocity,Enrollment,Attended,,L/G:9/10 N:5/10 R:8/10,No,Email,CP5046,75.8,70.3,69.7,66.3,51.8,Access,Concern for Welfare,CP5047,70.9,76.6,58.1,77.8,77.3,Access,Attendance,CP5503,75.9,59.9,81.7,80.9,85.1,No Access,Attendance,,No Issue Reported,IT,Low,Bhutan
209,MInfTech,New,Satisfactory,0,Essential Skills and Reading,Lecturer,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,CP5046,64.6,64.9,57.8,58.7,69.4,Access,Non Submission,CP5047,66.2,70.9,60.8,71.0,81.2,No Access,Concern for Welfare,CP5503,61.8,60.3,55.1,63.9,67.1,Access,Attendance,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,No Issue Reported,IT,Medium,Bhutan
